1	def:auto:3.2.1	definition	3.2.1	am830b1d1fa77aa1bd247f65e7289ef222	in text { ( zweistelliges Prädikat ) }	Begriff der Menge (Zermelo-Fraenkel-Axiome)
1	def:auto:3.2.1	definition	3.2.1	am7c856a87e148ff82d5bcfa472c19b006	Menge	Begriff der Menge (Zermelo-Fraenkel-Axiome)
ID	Menge	definition	def:auto:3.2.1
1	thm:auto:3.3.1	theorem	3.3.1	am979f573565d5f7fa55be99b79d8b120a	V1 in V2 , V3 notin V2 vdash V1 neq V3
1	thm:auto:3.3.2	theorem	3.3.2	am331519973f50bb684ec42b5d4e59fbad	V1 land V2 land V3 vdash V1
1	ax:auto:3.4.1.1	axiom	3.4.1.1	amc1c91a7797e9a61ff2776975c347c39c	forall V1 ( V1 in V2 leftrightarrow V1 in V3 ) vdash V2 = V3	Extensionalität
1	thm:auto:3.4.1.1	theorem	3.4.1.1	am8dbb094900f3d60c2f30e81e5a8e9615	forall V1 ( V1 in V2 leftrightarrow V1 in V3 ) eqvdash V2 = V3	Extensionalität
1	thm:auto:3.4.1.2	theorem	3.4.1.2	am1f6f2c29fa0241c0a1352edc51ea9d6e	V1 = V2 , V2 in V3 vdash V1 in V3	Ersetzung in der Elementbeziehung
1	thm:auto:3.4.2.1	theorem	3.4.2.1	am8d66324c4bc8b298858db2639a152a71	V1 neq V2 eqvdash exists V3 ( V3 not in V1 land V3 in V2 ) lor exists V4 ( V4 in V1 land V4 not in V2 )
1	thm:auto:3.4.2.2	theorem	3.4.2.2	am7d791ff6b42351369037aa4d95940a6b	V1 in V2 , V1 not in V3 vdash V2 neq V3
1	def:auto:3.5.1.1	definition	3.5.1.1	amc8e82493d15391baabb53d15b469c6bb	V1 subseteq V2 coloneq forall V3 ( V3 in V1 to V3 in V2 )	Teilmenge
1	def:auto:3.5.1.2	definition	3.5.1.2	am687ecce770d48563d062d8eec42f81bd	V1 subset V2 coloneq V1 subseteq V2 land V1 neq V2	Echte Teilmenge
1	thm:auto:3.5.2.1	theorem	3.5.2.1	am649ecab949eb5514a7fe56b7930c136d	V1 subset V2 vdash V1 subseteq V2	Echte Teilmenge ist Teilmenge
1	thm:auto:3.5.2.2	theorem	3.5.2.2	am75d3ab0ab5c0be10398a51f8abba30f1	V1 subset V2 vdash V1 neq V2	Echte Teilmenge ist ungleich
1	thm:auto:3.5.2.3	theorem	3.5.2.3	am9ba746aaec9720aab9fa5669c9ebe48b	V1 subseteq V2 , V1 neq V2 vdash exists V3 in V2 setminus V1	Echte Erweiterung besitzt ein neues Element
1	thm:auto:3.5.2.4	theorem	3.5.2.4	am970816430548926b7587ea2056d77157	V1 subset V2 vdash exists V3 in V2 setminus V1	Echte Teilmenge besitzt ein neues Obermengenelement
1	thm:auto:3.5.2.5	theorem	3.5.2.5	am5d9cab359383b9a399245cf4e42121e2	V1 subseteq V2 , V2 subset V3 vdash V1 subseteq V3	Echte Obermenge erhält Teilmengen
1	thm:auto:3.5.2.6	theorem	3.5.2.6	am2177d90b370fe3f52bcb87436adec76f	V1 subseteq V2 , V3 in V1 vdash V3 in V2
1	thm:auto:3.5.2.7	theorem	3.5.2.7	am679e91977fb799f9fdb491ecde70a2d4	V1 = V2 , V3 in V1 vdash V3 in V2
1	thm:auto:3.5.2.8	theorem	3.5.2.8	am87dfb99c5d6aa2e6cf95d027f87efce3	V1 in V2 , V3 not in V2 vdash V1 neq V3
1	thm:auto:3.5.2.9	theorem	3.5.2.9	am12cf9fc477c48f3bd2091abd38894fac	V1 subseteq V2 , V3 subseteq V2 , V4 in V1 lor V4 in V3 vdash V4 in V2
1	thm:auto:3.5.3.1	theorem	3.5.3.1	amd81b83ca16b46ebea5c932913054dbfd	V1 subseteq V1	Reflexivität von Teilmengen
1	thm:auto:3.5.3.2	theorem	3.5.3.2	am296333f4a059428de5d92784b5fad1e1	V1 subseteq V2 land V2 subseteq V1 eqvdash V1 = V2	Antisymmetrie von Teilmengen
1	thm:auto:3.5.3.3	theorem	3.5.3.3	amf83d7776bd1cb8fdb56413cc878d0952	V1 = V2 vdash V1 subseteq V2
1	thm:auto:3.5.3.4	theorem	3.5.3.4	am07f47636561e9805f51796e54ae8f6ae	V1 = V2 vdash V2 subseteq V1
1	thm:auto:3.5.3.5	theorem	3.5.3.5	amb4f50414f3d8de7f9b4ba7706a49ad86	V1 subseteq V2 , V2 subseteq V1 vdash V1 = V2
1	thm:auto:3.5.3.6	theorem	3.5.3.6	am337fbe6d32525096b8b554d655a0837e	V1 subseteq V2 , V2 subseteq V3 vdash V1 subseteq V3	Transitivität von Teilmengen
1	thm:auto:3.5.3.7	theorem	3.5.3.7	amd902e8025e0bae8043e18a2d5e4b91a3	V1 subseteq V2 vdash exists ! V3 ( V3 subseteq V2 land V3 = V1 )
1	thm:auto:3.5.3.8	theorem	3.5.3.8	amb79467505e45783258f5acd07a3dff27	V1 subseteq V2 , V2 = V3 vdash V1 subseteq V3	Rechtsverträglichkeit von \\(\\subseteq \\) und \\(=\\)
1	ax:auto:3.6.1.1	axiom	3.6.1.1	amebe0d0ee7fd1eeffeec5ed12efa82edf	exists V1 ( forall V2 ( V2 not in V1 ) )	Leere Menge
1	thm:auto:3.6.2.1	theorem	3.6.2.1	am3c60901922c4858a22f0e9ff637b506d	exists ! V1 forall V2 ( V2 not in V1 )
1	def:auto:3.6.2.1	definition	3.6.2.1	amb1d4761094d7802f4e7786698c6d7931	varnothing coloneq iota V1 ( forall V2 ( V2 not in V1 ) )	Leere Menge
1	thm:auto:3.6.2.2	theorem	3.6.2.2	amde296a9cb1dc19d5c88103eb59dd5d02	V1 not in varnothing	Leere Menge
1	thm:auto:3.6.2.3	theorem	3.6.2.3	amcb4b74ef4b49721937bd5e43f659dd76	exists V1 in varnothing V2 ( V1 ) vdash V3
1	thm:auto:3.6.2.4	theorem	3.6.2.4	am185c3df9a5f1ff2762865126e17aad36	forall V1 V1 notin V2 vdash V2 = varnothing
1	thm:auto:3.6.3.1	theorem	3.6.3.1	am6a88d7e0f15597319f613c7b752779f4	forall V1 ( varnothing subseteq V1 )
1	thm:auto:3.6.3.2	theorem	3.6.3.2	amb2e2bcd83b546cc990cf54110ab05bbf	varnothing subseteq V1	Leere Menge ist Teilmenge
1	thm:auto:3.6.3.3	theorem	3.6.3.3	amfcf7a35b622217c94f155ab40bc9e22d	V1 subseteq varnothing vdash V1 = varnothing	Teilmenge der leeren Menge
1	thm:auto:3.6.3.4	theorem	3.6.3.4	am848be5f2407f540a0a957ebacf72bf83	V1 subseteq V2 , forall V3 in V2 ( V3 not in V1 ) vdash V1 = varnothing
1	thm:auto:3.6.3.5	theorem	3.6.3.5	amb787bb155c1d9c1a9aec080b4ad38ae0	V1 in V2 vdash V2 neq varnothing
1	thm:auto:3.6.3.6	theorem	3.6.3.6	ambab6df68e4c087fdbfadf2b0e0ef1ec4	exists V1 ( V1 in V2 ) vdash V2 neq varnothing
1	thm:auto:3.6.3.7	theorem	3.6.3.7	am300b12d2f225d4afc1398246d8f8b7ad	V1 neq varnothing eqvdash exists V2 ( V2 in V1 )
1	thm:auto:3.6.3.8	theorem	3.6.3.8	am26e04c81748482f41bdf39584e5a35e6	V1 neq varnothing vdash exists V2 in V1	Nichtleere Menge hat ein Element
1	thm:auto:3.6.3.9	theorem	3.6.3.9	amec829d0e2af2947f9f486245e4346adb	V1 subseteq V2 , V1 neq varnothing vdash exists V3 in V2 V3 in V1	Nichtleere Teilmenge hat ein Element im Oberbereich
1	ax:auto:3.7.1.1	axiom	3.7.1.1	amf2297182935035a11630d575f1837ca4	exists V1 forall V2 ( V2 in V1 leftrightarrow V2 in V3 land V4 ( V2 ) )	Aussonderung
1	thm:auto:3.7.2.1	theorem	3.7.2.1	am269f2778166655200bcece07d278c11a	forall V1 ( V1 in V2 leftrightarrow V3 ( V1 ) ) , forall V4 ( V4 in V5 leftrightarrow V3 ( V4 ) ) vdash V2 = V5	Zur Eindeutigkeit
1	thm:auto:3.7.2.2	theorem	3.7.2.2	am7b95b1986a97b352afefa9bbbf6a36c6	exists V1 ( forall V2 ( V2 in V1 leftrightarrow V3 ( V2 ) ) ) vdash exists ! V4 ( forall V5 ( V5 in V4 leftrightarrow V3 ( V5 ) ) )	Eindeutigkeit der Komprehension
1	thm:auto:3.7.2.3	theorem	3.7.2.3	amafeee71e5d0711095e1f920b0c827703	forall V1 ( V2 ( V1 ) to V1 in V3 ) vdash exists V4 ( forall V5 ( V5 in V4 leftrightarrow V2 ( V5 ) ) )
1	thm:auto:3.7.2.4	theorem	3.7.2.4	am3a1ed645f71e294caa051962fd3d54ba	forall V1 ( V2 ( V1 ) to V1 in V3 ) vdash exists ! V4 ( forall V5 ( V5 in V4 leftrightarrow V2 ( V5 ) ) )
1	def:auto:3.7.2.1	definition	3.7.2.1	amdc9ae96848892bf992bf5fa0a854c1cb	{ V1 in V2 mid V3 ( V1 ) } coloneq iota V4 ( forall V5 ( V5 in V4 leftrightarrow ( V5 in V2 land V3 ( V5 ) ) ) )	Aussonderung
1	thm:auto:3.7.2.5	theorem	3.7.2.5	amed5733b2228f55983646e8ec280e8502	V1 in { V2 in V3 mid V4 ( V2 ) } eqvdash V1 in V3 land V4 ( V1 )	Aussonderung
1	thm:auto:3.7.2.6	theorem	3.7.2.6	ame1e0b2545dfa59db55733f0cf70b646f	V1 in V2 , V3 ( V1 ) vdash V1 in { V1 in V2 mid V3 ( V1 ) }
1	thm:auto:3.7.2.7	theorem	3.7.2.7	am0140cbf18814d3d31e4e7b7b35cac557	V1 in V2 , V3 ( V1 ) , V4 = { V1 in V2 mid V3 ( V1 ) } vdash V1 in V4
1	thm:auto:3.7.3.1	theorem	3.7.3.1	am80657cf69c5df935ed94e64c9266d22f	V1 in { V1 in V2 mid V3 ( V1 ) } vdash V1 in V2
1	thm:auto:3.7.3.2	theorem	3.7.3.2	am220bb379ccfbf9e7327e02735d7bc8fb	V1 in V2 , V2 = { V1 in V3 mid V4 ( V1 ) } vdash V1 in V3
1	thm:auto:3.7.3.3	theorem	3.7.3.3	ambd1b185e31414187f18642c21cae2592	V1 in { V1 in V2 mid V3 ( V1 ) } vdash V3 ( V1 )
1	thm:auto:3.7.3.4	theorem	3.7.3.4	am9253b30bc1b1a2f60e9e39c95bd899dd	V1 in V2 , V2 = { V1 in V3 mid V4 ( V1 ) } vdash V4 ( V1 )
1	thm:auto:3.7.3.5	theorem	3.7.3.5	am95bd2f32196152e27df722522dd6efd3	V1 not in { V1 in V2 mid V3 ( V1 ) } eqvdash ( V1 not in V2 lor neg V3 ( V1 ) )
1	thm:auto:3.7.3.6	theorem	3.7.3.6	am241dd4e357c6771ad4e4c6a6c65c7e9b	{ V1 in V2 mid V3 ( V1 ) } subseteq V2
1	thm:auto:3.7.3.7	theorem	3.7.3.7	amd3e352c85ca426d1481d4aa91410cdbd	V1 = { V2 in V3 mid V4 ( V2 ) } vdash V1 subseteq V3
1	thm:auto:3.7.3.8	theorem	3.7.3.8	am47469a3a9c0c53da26bce53f3290979b	forall V1 in V2 ( V3 ( V1 ) ) , V4 in V2 vdash V3 ( V4 )
1	thm:auto:3.7.3.9	theorem	3.7.3.9	amdf33bc01e7cb890118feea5c4e1f3f1c	forall V1 in V2 ( V3 ( V1 ) ) eqvdash V2 = { V1 in V2 mid V3 ( V1 ) }
1	thm:auto:3.7.3.10	theorem	3.7.3.10	amdbe50121fc52e4e719fca9b692877361	V1 subseteq { V2 in V3 mid V4 ( V2 ) } vdash forall V5 in V1 ( V4 ( V5 ) )
1	thm:auto:3.8.1.1	theorem	3.8.1.1	am503a824788ea5bce61dd7e1c3af37494	neg exists V1 in V2 ( V3 ( V1 ) ) eqvdash forall V4 in V2 ( neg V3 ( V4 ) )
1	thm:auto:3.8.1.2	theorem	3.8.1.2	am2c6e14e7a6e97bef1e47f7a40a7258a3	neg exists V1 in V2 V3 ( V1 ) , V1 in V2 vdash neg V3 ( V1 )
1	thm:auto:3.8.1.3	theorem	3.8.1.3	am27324f56edbbaa9cd83b9dbeb687df25	neg exists V1 in V2 ( neg V3 ( V1 ) ) eqvdash forall V4 in V2 ( V3 ( V4 ) )
1	thm:auto:3.8.1.4	theorem	3.8.1.4	amed2d06385a4cf928d2289cf85816710d	neg forall V1 in V2 ( V3 ( V1 ) ) eqvdash exists V4 in V2 ( neg V3 ( V4 ) )
1	thm:auto:3.8.1.5	theorem	3.8.1.5	ame3b88062ff2be1f19d9acaf43b835763	neg forall V1 in V2 ( neg V3 ( V1 ) ) eqvdash exists V4 in V2 ( V3 ( V4 ) )
1	thm:auto:3.8.2.1	theorem	3.8.2.1	am8f4a3d0c5e5a62b546120e0de3c00d2a	exists V1 in V2 ( V3 ( V1 ) ) eqvdash neg forall V4 in V2 ( neg V3 ( V4 ) )
1	thm:auto:3.8.2.2	theorem	3.8.2.2	am9566b3c35ee76887c687dd39783072ba	exists V1 in V2 ( neg V3 ( V1 ) ) eqvdash neg forall V4 in V2 ( V3 ( V4 ) )
1	thm:auto:3.8.2.3	theorem	3.8.2.3	ama9d9c8c4ce8ca288e4d44616fe305d83	forall V1 in V2 ( V3 ( V1 ) ) eqvdash neg exists V4 in V2 ( neg V3 ( V4 ) )
1	thm:auto:3.8.2.4	theorem	3.8.2.4	am5704695320a36a01704cb43976c6be85	forall V1 in V2 ( neg V3 ( V1 ) ) eqvdash neg exists V4 in V2 ( V3 ( V4 ) )
1	thm:auto:3.8.3.1	theorem	3.8.3.1	ame6161c94e99ec08593faa3682e03866d	neg forall V1 in V2 ( V3 ( V1 ) to neg V4 ( V1 ) ) eqvdash exists V5 in V2 ( V3 ( V5 ) land V4 ( V5 ) )
1	thm:auto:3.8.3.2	theorem	3.8.3.2	am5213f44b0cc0fb78f34d2e895b4e7525	neg forall V1 in V2 ( V3 ( V1 ) to V4 ( V1 ) ) eqvdash exists V5 in V2 ( V3 ( V5 ) land neg V4 ( V5 ) )
1	thm:auto:3.8.3.3	theorem	3.8.3.3	am11cfb4bce8c777ad45582805101862bf	forall V1 in V2 ( V3 ( V1 ) to V4 ( V1 ) ) eqvdash neg exists V5 in V2 ( V3 ( V5 ) land neg V4 ( V5 ) )
1	thm:auto:3.8.3.4	theorem	3.8.3.4	am8aec0d203338d0964edd02cde8a489a5	forall V1 in V2 ( V3 ( V1 ) to neg V4 ( V1 ) ) eqvdash neg exists V5 in V2 ( V3 ( V5 ) land V4 ( V5 ) )
1	thm:auto:3.8.3.5	theorem	3.8.3.5	am79d5be3e96f4bcf61c7aed1a1bb44e01	forall V1 in V2 ( V3 ( V1 ) leftrightarrow V4 ( V1 ) ) eqvdash neg exists V5 in V2 ( V3 ( V5 ) land neg V4 ( V5 ) ) land neg exists V6 in V2 ( V4 ( V6 ) land neg V3 ( V6 ) )	Negation der beschränkten Äquivalenz
1	thm:auto:3.8.3.6	theorem	3.8.3.6	am4198fcd09b37664a0f29ee385ec7a32b	neg forall V1 in V2 ( V3 ( V1 ) leftrightarrow V4 ( V1 ) ) eqvdash exists V5 in V2 ( V3 ( V5 ) land neg V4 ( V5 ) ) lor exists V6 in V2 ( V4 ( V6 ) land neg V3 ( V6 ) )
1	thm:auto:3.8.4.1	theorem	3.8.4.1	am71a082dce4845e837fd4c03eac700ad2	exists V1 in V2 forall V3 in V4 ( V5 ( V1 , V3 ) ) eqvdash neg forall V6 in V2 exists V7 in V4 ( neg V5 ( V6 , V7 ) )
1	thm:auto:3.8.4.2	theorem	3.8.4.2	am7da17ebb2a71e907dd03ea38f0a67bd8	forall V1 in V2 exists V3 in V4 ( V5 ( V1 , V3 ) ) eqvdash neg exists V6 in V2 forall V7 in V4 ( neg V5 ( V6 , V7 ) )
1	thm:auto:3.8.4.3	theorem	3.8.4.3	ambaa113f532965a288ece695af3b6a1c8	exists V1 in V2 exists V3 in V4 ( V5 ( V1 , V3 ) ) eqvdash neg forall V6 in V2 forall V7 in V4 ( neg V5 ( V6 , V7 ) )
1	thm:auto:3.8.4.4	theorem	3.8.4.4	amd213c69b580cff6c89880c14dcd6358b	forall V1 in V2 forall V3 in V4 ( V5 ( V1 , V3 ) ) eqvdash neg exists V6 in V2 exists V7 in V4 ( neg V5 ( V6 , V7 ) )
1	thm:auto:3.8.4.5	theorem	3.8.4.5	am5aade2ac6fc8765d83aac57b405dc6cb	exists V1 in V2 forall V3 in V4 ( neg V5 ( V1 , V3 ) ) eqvdash neg forall V6 in V2 exists V7 in V4 ( V5 ( V6 , V7 ) )
1	thm:auto:3.8.4.6	theorem	3.8.4.6	am3c2129869b4e227d8bf6702aaf9ab272	forall V1 in V2 exists V3 in V4 ( neg V5 ( V1 , V3 ) ) eqvdash neg exists V6 in V2 forall V7 in V4 ( V5 ( V6 , V7 ) )
1	thm:auto:3.8.4.7	theorem	3.8.4.7	am25e3b7510b16e849db8ef5476dab0df2	exists V1 in V2 exists V3 in V4 ( neg V5 ( V1 , V3 ) ) eqvdash neg forall V6 in V2 forall V7 in V4 ( V5 ( V6 , V7 ) )
1	thm:auto:3.8.4.8	theorem	3.8.4.8	amfdc28dc7bbea270c4f4077154b713b08	forall V1 in V2 forall V3 in V4 ( neg V5 ( V1 , V3 ) ) eqvdash neg exists V6 in V2 exists V7 in V4 ( V5 ( V6 , V7 ) )
1	thm:auto:3.9.1	theorem	3.9.1	am3ae435dea9582b8af1da43e8285f03c0	neg exists V1 forall V2 ( V2 in V1 leftrightarrow V2 not in V2 )	Russells Paradoxon in der ZF-Mengenlehre
1	thm:auto:3.9.2	theorem	3.9.2	am513afdd5a851c45455f19cf10e20ae83	exists V1 forall V2 ( V2 in V1 ) vdash forall V3 ( V3 not in V3 leftrightarrow V3 in V1 land V3 not in V3 )
1	thm:auto:3.9.3	theorem	3.9.3	amda6021a50cf73d093505cb3738f63504	neg exists V1 forall V2 ( V2 in V1 )
1	def:auto:3.10.1.1	definition	3.10.1.1	am88aa63dba03aacdf4404eb999f01a4b4	V1 cap V2 coloneq { V3 in V1 mid V3 in V2 }	Schnitt
1	thm:auto:3.10.2.1	theorem	3.10.2.1	amc1accc22f438da00bb9487733fe8042a	V1 in V2 cap V3 vdash V1 in V2
1	thm:auto:3.10.2.2	theorem	3.10.2.2	amdd55980e5bad97f1e22905931aad68ea	V1 in V2 cap V3 vdash V1 in V3
1	thm:auto:3.10.2.3	theorem	3.10.2.3	amc61def0b8dea3df17d10b26d7673ee7e	V1 in V2 cap V3 eqvdash V1 in V2 land V1 in V3
